cliente_id,nombre,email,region,comuna,segmento_rfm,fecha_registro,canal_adquisicion
1194,Eugenio Rivera,ncastillo@example.net,Metropolitana,Estación Central,Loyal,2024-01-20,Google Ads
1195,Pedro Acuña Allende,jean31@example.com,Biobío,Talcahuano,At Risk,2023-01-22,TikTok
1196,Raúl Tapia Cortés,nfuentes@example.net,Biobío,Hualpén,Champions,2024-04-26,TikTok
1197,Guillermo Cristian Fuentes Rodríguez,verabastian@example.com,Biobío,Chiguayante,Loyal,2025-06-18,Google Ads
1198,Lucas Francisco Parada Moya,estaybenjamin@example.com,Valparaíso,San Antonio,Champions,2024-04-23,Google Ads
1199,Juan Arturo Catalán Rivera,castillokiara@example.org,Metropolitana,Vitacura,New,2023-03-02,Google Ads
1200,Gustavo Valdebenito Ortega,ortizjose@example.net,O'Higgins,Rengo,New,2024-11-16,Google Ads
1201,Guillermo Juan Rivera Torres,josefina40@example.org,Valparaíso,Quilpué,Lost,2023-09-19,TikTok
1202,María Pinto-Urrutia Torres,jorgecontreras@example.org,Valparaíso,Quilpué,Loyal,2025-03-17,Google Ads
1203,Andrea Rocío Ortega Azócar,maria44@example.com,Metropolitana,La Florida,Champions,2023-05-17,Referido
1204,José Salazar,nancy74@example.org,Metropolitana,Maipú,Loyal,2023-01-18,Facebook/Instagram
1205,María Escobar Cabrera,pmena@example.com,Metropolitana,La Florida,Hibernating,2023-12-18,Referido
1206,María Emilia Santander Molina,feliperuiz@example.org,Metropolitana,Vitacura,Loyal,2024-02-05,Orgánico
1207,Manuel Luis Pinto Álvarez,santandermario@example.org,Biobío,Los Ángeles,At Risk,2023-06-09,Email Marketing
1208,Adriana Salas,alejandra04@example.com,Valparaíso,Valparaíso,Loyal,2023-10-23,Referido
1209,Armando Cortez Arriagada,saros@example.com,Biobío,Los Ángeles,Loyal,2024-02-29,Orgánico
1210,Salomón Ignacio Sánchez Salgado,josecortes@example.com,Los Lagos,Puerto Varas,New,2024-09-23,Email Marketing
1211,José Carlos Espinoza Molina,camilo61@example.net,Maule,Talca,Loyal,2023-11-29,Google Ads
1212,Teresa Aída Zárate Montes,roberto49@example.org,La Araucanía,Padre Las Casas,At Risk,2024-12-06,Facebook/Instagram
1213,Felipe Ponce Escobar,gutierrezfrancisco@example.net,Coquimbo,Vicuña,Loyal,2023-09-08,Referido
1214,Leonardo José Molina Pérez,cardenasroxana@example.org,Metropolitana,Estación Central,New,2025-03-01,TikTok
1215,Vicente Víctor Navarrete Gutiérrez,rolivares@example.com,Metropolitana,Providencia,Champions,2023-01-01,Referido
1216,Carlos Leonardo Ruiz Torres,amandaurra@example.org,Metropolitana,Santiago,Potential,2023-12-10,Facebook/Instagram
1217,Humberto Ismael Alarcón Rojas,fmolina@example.net,Biobío,Concepción,Loyal,2025-01-11,Referido
1218,Ronny Salinas,jimenezsergio@example.com,O'Higgins,San Fernando,Hibernating,2023-04-09,Email Marketing
1219,Manuel Franklin Campos Espinoza,pedro98@example.org,Metropolitana,Vitacura,New,2023-12-26,Orgánico
1220,Freddy García,ericbravo@example.com,Antofagasta,Mejillones,New,2023-04-16,TikTok
1221,Damián Torres Barra,abner33@example.net,Metropolitana,Puente Alto,At Risk,2023-09-28,Referido
1222,José Herminio Muñoz Zapata,alicia60@example.com,Antofagasta,Antofagasta,Loyal,2025-04-05,Email Marketing
1223,Tomás Wilson Sánchez Espinoza,celismiguel@example.org,Metropolitana,Maipú,At Risk,2024-11-20,Orgánico
1224,Fernanda Aguilera López,rodrigo87@example.com,Metropolitana,Lo Barnechea,Hibernating,2025-06-08,Email Marketing
1225,Byron Yáñez López,carlos51@example.org,Valparaíso,Valparaíso,Loyal,2023-12-29,TikTok
1226,Sandra Quispe-Cortés,cindydonoso@example.org,Metropolitana,Ñuñoa,Champions,2025-05-24,TikTok
1227,Rosendo Claudio Cofré Márquez,cristobal86@example.net,Metropolitana,La Florida,Hibernating,2024-04-07,Google Ads
1228,Brian Baeza,vegarobert@example.net,Metropolitana,La Reina,Lost,2023-08-07,Email Marketing
1229,Reinaldo Jaime Espinoza Vargas,jordan86@example.com,Maule,Talca,At Risk,2023-05-30,Orgánico
1230,Catalina Miriam Gómez Lira,eduardocarrasco@example.org,Valparaíso,Quilpué,At Risk,2025-06-28,Referido
1231,Amaya María Jaque Garrido,cristiandiaz@example.net,Metropolitana,Peñalolén,New,2024-03-01,Email Marketing
1232,Macarena Daniela Guzmán Villagrán,bustosevaristo@example.com,Biobío,Talcahuano,At Risk,2023-09-28,Facebook/Instagram
1233,Rosendo René Rojas Cifuentes,fuentescristian@example.net,La Araucanía,Angol,Loyal,2023-10-14,Facebook/Instagram
1234,Rodolfo Ossandón Cavieres,diego63@example.net,Metropolitana,Santiago,Loyal,2024-07-05,Referido
1235,Carolina Claudia González Riquelme,paola97@example.org,Valparaíso,Viña del Mar,Loyal,2025-06-28,TikTok
1236,Daniela Álvarez,jimmy29@example.net,Metropolitana,Ñuñoa,New,2024-07-17,TikTok
1237,Alejandro Contreras,anunez@example.net,Metropolitana,La Reina,At Risk,2025-05-20,Google Ads
1238,Eliecer Barría,emiliohenriquez@example.net,La Araucanía,Temuco,Champions,2024-02-08,Referido
1239,Juan Sáez,torrestomas@example.net,Metropolitana,La Florida,At Risk,2023-09-15,Email Marketing
1240,Francisco González Contreras,pmontecinos@example.net,Valparaíso,San Antonio,Champions,2023-09-26,Orgánico
1241,Margarita Zapata Avendaño,barrientosmanuel@example.net,La Araucanía,Temuco,Lost,2023-03-23,Orgánico
1242,Jonathan Guzmán,mvidela@example.net,Metropolitana,Puente Alto,At Risk,2023-04-18,Referido
1243,Susana Rayén Orellana Godoy,nieves82@example.net,Biobío,Los Ángeles,At Risk,2024-06-26,Facebook/Instagram
1244,Eugenia Julia Ramírez González,guzmanantonella@example.net,Metropolitana,Santiago,Lost,2024-03-25,Google Ads
1245,Fernando Juan Guerrero Toledo,adelaquezada@example.net,Coquimbo,La Serena,New,2023-10-30,Facebook/Instagram
1246,Jean Albino Gallardo Vera,melendezjuan@example.net,Valparaíso,Valparaíso,Champions,2025-03-12,TikTok
1247,Antonia Rojas Catalán,francisco47@example.com,Maule,Constitución,Hibernating,2024-06-20,Email Marketing
1248,Carolina Córdova,nortega@example.org,Biobío,Hualpén,Loyal,2024-01-24,Orgánico
1249,Washington Candia,benjamin03@example.net,Metropolitana,Peñalolén,Lost,2025-02-08,Orgánico
1250,Ian Burgos Ulloa,virginiaguerrero@example.com,Biobío,Concepción,Loyal,2023-04-28,Referido
1251,Paula Jiménez Soto,qfuentes@example.net,Coquimbo,Coquimbo,Lost,2023-01-03,Facebook/Instagram
1252,John Benjamín Jaque González,mariamendez@example.com,Biobío,Talcahuano,Potential,2024-07-31,Facebook/Instagram
1253,Leticia Castillo Palma,ereyes@example.org,Maule,Linares,At Risk,2025-04-05,Google Ads
1254,Hernán Pacheco,josearavena@example.com,O'Higgins,Santa Cruz,Champions,2025-01-06,Google Ads
1255,Clara Aguilar,pizarromaria@example.net,Metropolitana,Vitacura,Loyal,2025-06-10,Facebook/Instagram
1256,Georgina Araya Flores,jose12@example.com,Metropolitana,Las Condes,Loyal,2023-09-17,TikTok
1257,Luis Manuel Gallardo Yáñez,julian03@example.org,Biobío,Concepción,At Risk,2024-03-26,Email Marketing
1258,María Nicol Hermosilla Godoy,samuelseguel@example.com,Valparaíso,Viña del Mar,New,2024-02-09,Orgánico
1259,Rodrigo Diego Aranda Sánchez,arredondoboris@example.org,Maule,Talca,At Risk,2025-02-08,TikTok
1260,Delia Stephanie Castro Olivares,fcastaneda@example.com,O'Higgins,Pichilemu,Champions,2023-12-19,TikTok
1261,Milena Navarro González,amamani@example.net,Metropolitana,La Florida,New,2023-04-19,Facebook/Instagram
1262,Lukas Humberto Ojeda Reyes,hmoraga@example.org,Metropolitana,Providencia,Loyal,2024-08-26,Google Ads
1263,Laura Jaramillo Toro,kleiva@example.net,Los Lagos,Castro,Champions,2024-06-03,Facebook/Instagram
1264,Eduardo Henry Aravena Fuentes,andreaalvarez@example.net,Metropolitana,Maipú,At Risk,2025-01-26,Referido
1265,Eugenio Sepúlveda,oscar27@example.com,Maule,Talca,Champions,2023-04-19,Orgánico
1266,Michelle Nicole Burgos Sánchez,castillomauricio@example.com,Valparaíso,Viña del Mar,Loyal,2023-09-18,TikTok
1267,Ángel Luis López Fuentealba,simonmunoz@example.org,Biobío,Chiguayante,At Risk,2024-03-03,Facebook/Instagram
1268,Juan Flores,isidora95@example.com,Metropolitana,Peñalolén,At Risk,2025-01-19,Facebook/Instagram
1269,Maite Pacheco,jose88@example.com,Biobío,Concepción,Loyal,2023-09-02,Facebook/Instagram
1270,Stephanie Vera,gonzalezmanuel@example.com,Valparaíso,Viña del Mar,Hibernating,2024-08-22,Orgánico
1271,Camila Viviana Cortez Díaz,salvear@example.com,Biobío,Hualpén,At Risk,2024-10-19,Facebook/Instagram
1272,Ámbar Claudia Molina Vergara,jolivares@example.com,Metropolitana,Macul,Champions,2024-07-19,Referido
1273,María Aylin Verdugo Hernández,kmorales@example.net,La Araucanía,Padre Las Casas,Champions,2025-05-28,Orgánico
1274,Rose Chávez,diazfrancisco@example.org,O'Higgins,Rancagua,At Risk,2024-09-07,Google Ads
1275,Javiera Hormazábal Córdova,gonzalezisidora@example.com,Metropolitana,Quilicura,Loyal,2023-04-16,Email Marketing
1276,Joaquín Tapia,juansalinas@example.org,Metropolitana,Peñalolén,Loyal,2024-03-28,TikTok
1277,Fernando Tello,ferradabernardita@example.org,Metropolitana,Peñalolén,At Risk,2023-04-21,Referido
1278,Nicole Virginia Hidalgo Rosales,scartes@example.org,Biobío,Los Ángeles,Lost,2023-05-31,Orgánico
1279,Alonso Luis Bustamante Varas,juansan-martin@example.org,Biobío,Talcahuano,Champions,2024-05-07,Referido
1280,Ariel Pablo Fernández Sandoval,bernardopalma@example.com,Valparaíso,Valparaíso,Loyal,2024-01-23,Referido
1281,Elian Montecino Chamorro,gajardomario@example.org,Metropolitana,Providencia,Loyal,2023-07-30,Facebook/Instagram
1282,María Cecilia Millán Núñez,pedroceballos@example.com,Metropolitana,Las Condes,Lost,2024-08-29,TikTok
1283,Marcela Mariela Rodríguez Cabello,avendanojeremias@example.net,Biobío,Los Ángeles,Loyal,2024-06-25,TikTok
1284,Javier Madrid,dgonzalez@example.com,Valparaíso,San Antonio,Champions,2024-02-29,Google Ads
1285,Byron Sepúlveda,luisfuentes@example.net,Los Ríos,Panguipulli,New,2024-04-05,Email Marketing
1286,Matías Steven Aránguiz Cortés,patriciohernandez@example.com,Metropolitana,Macul,Potential,2024-12-22,Email Marketing
1287,Gilberto Díaz,jsandoval@example.net,La Araucanía,Padre Las Casas,Hibernating,2023-09-29,Referido
1288,Jean Díaz Escobar,zunildaramos@example.net,Valparaíso,Villa Alemana,Lost,2025-05-26,Google Ads
1289,José Orrego,jose01@example.net,Valparaíso,San Antonio,Champions,2025-03-12,Email Marketing
1290,Adolfo Pérez,maria94@example.com,La Araucanía,Padre Las Casas,Loyal,2023-10-19,Email Marketing
1291,Monica Riveros Oliva,juanafernandez@example.com,La Araucanía,Angol,Champions,2024-10-31,Google Ads
1292,Ernesto Luis González González,nmerino@example.org,Los Ríos,Río Bueno,At Risk,2023-06-13,Facebook/Instagram
1293,Ximena Villegas,taraneda@example.org,Metropolitana,La Florida,New,2025-02-22,Orgánico
1294,Sofía Roxana Villalobos Cisternas,angelaperez@example.net,Metropolitana,La Reina,Loyal,2025-01-17,TikTok
1295,Juan Rolando Vega Cortés,sleiva@example.com,La Araucanía,Padre Las Casas,Lost,2024-10-31,Orgánico
1296,Ricardo Fuentes,ricardovaras@example.net,Biobío,Los Ángeles,At Risk,2024-03-09,Referido
1297,Daniela Sánchez Varas,daniel31@example.org,Metropolitana,Vitacura,New,2024-10-30,Referido
1298,Berta Hernández Alegría,wgajardo@example.net,Metropolitana,Vitacura,At Risk,2023-10-07,TikTok
1299,Ana Donoso Arriagada,manueltorres@example.com,Metropolitana,Providencia,At Risk,2023-03-18,Referido
1300,Virginia María Montecinos Arellano,elianainostroza@example.com,O'Higgins,Rengo,Lost,2023-11-01,Email Marketing
1301,Héctor Julio Matus Bravo,vargasmelany@example.com,Metropolitana,Providencia,New,2025-03-20,Email Marketing
1302,Isolina Sofía Carvajal Romero,kevin70@example.org,Metropolitana,San Miguel,Hibernating,2025-06-12,Facebook/Instagram
1303,María Araya Marín,bvergara@example.com,Metropolitana,La Reina,At Risk,2025-01-01,Google Ads
1304,Flor Claudia Ortega Ramírez,arayamarcelo@example.net,Metropolitana,Vitacura,New,2023-01-09,Facebook/Instagram
1305,Raquel Varas-Gajardo,rubilarramon@example.com,Metropolitana,Las Condes,At Risk,2023-04-02,Google Ads
1306,Francisco Marcos Martínez Saavedra,ossandonteresa@example.net,Valparaíso,Quilpué,Loyal,2024-07-02,Email Marketing
1307,Dilan Pinilla-Romero Díaz,alexis67@example.org,Metropolitana,Peñalolén,Hibernating,2023-04-12,Referido
1308,Esmeralda Cabezas Reyes,valeria10@example.net,Maule,Linares,Loyal,2025-01-27,TikTok
1309,Joaquín Carlos González González,cfierro@example.net,Metropolitana,Providencia,Champions,2024-05-12,TikTok
1310,Patricio Moncada Acevedo,qsandoval@example.com,Valparaíso,Quilpué,At Risk,2023-05-20,Facebook/Instagram
1311,Valentina Solís,contrerasnorma@example.com,O'Higgins,Pichilemu,Lost,2025-04-05,Email Marketing
1312,Santiago Sebastián Ormeño Bruna,cristoballizama@example.org,Biobío,Concepción,New,2024-10-21,Orgánico
1313,Camila María Araya Cifuentes,alarconeliana@example.net,Valparaíso,Villa Alemana,Lost,2025-05-17,Google Ads
1314,María Gloria Álvarez Jara,byron90@example.com,Metropolitana,Macul,Hibernating,2024-03-01,TikTok
1315,Yanira Génesis Cubillos Ortega,carmenacuna@example.org,Metropolitana,La Florida,Champions,2024-01-05,Email Marketing
1316,Nancy Betty Mora Barra,viviana80@example.com,Biobío,Concepción,At Risk,2023-07-24,Referido
1317,Manuel Gutiérrez González,javieracaballero@example.net,Los Ríos,La Unión,At Risk,2025-04-11,TikTok
1318,Kevin Herrera Ortiz,pachecoluis@example.net,Biobío,Hualpén,At Risk,2023-08-18,Orgánico
1319,Waldo Liam Bórquez Araya,jose76@example.com,Biobío,Los Ángeles,Loyal,2024-05-03,Orgánico
1320,Iván Gálvez-Sepúlveda,bgallegos@example.com,La Araucanía,Angol,Lost,2024-03-06,Referido
1321,Leonardo Alexander Cuevas Delgado,canaleseduardo@example.net,Valparaíso,San Antonio,Loyal,2023-04-27,Google Ads
1322,Alicia Susana Silva Álvarez,clobos@example.org,Metropolitana,Las Condes,New,2024-06-19,Email Marketing
1323,Valeria María Donoso Baeza,bruno50@example.net,Biobío,Los Ángeles,At Risk,2025-02-20,Referido
1324,Juan Varas Belmar,amaroacuna@example.net,Coquimbo,Illapel,Loyal,2023-05-03,Email Marketing
1325,Juan Luis Águila Muñoz,giulianalagos@example.com,Metropolitana,Quilicura,Loyal,2025-05-01,Google Ads
1326,Mariano Samuel Navarrete Leal,carola65@example.com,La Araucanía,Padre Las Casas,At Risk,2023-07-19,TikTok
1327,Jorge Jaime Castro Pacheco,san-martinmaria@example.com,Metropolitana,Providencia,At Risk,2025-05-06,Referido
1328,Catalina Sonia Carreño Plaza,alonsogarcia@example.org,Valparaíso,San Antonio,At Risk,2024-07-26,Facebook/Instagram
1329,Yenifer Reyes,lbugueno@example.org,Metropolitana,Puente Alto,New,2023-03-02,Referido
1330,Rodolfo Juan Muñoz Medina,avega@example.com,Valparaíso,Viña del Mar,Hibernating,2023-01-08,Facebook/Instagram
1331,Olga Karla Lizama Díaz,kmardones@example.net,Los Lagos,Castro,Loyal,2024-08-08,Facebook/Instagram
1332,María Soto Figueroa,marioalvarez@example.com,Metropolitana,Santiago,Lost,2024-02-17,Google Ads
1333,Paulina Torres,agustina47@example.net,Biobío,Los Ángeles,Loyal,2025-01-02,Facebook/Instagram
1334,Lorena Godoy,tvera@example.net,Los Lagos,Ancud,Potential,2024-08-29,Facebook/Instagram
1335,Catalina Pamela Tapia Santibáñez,floresmaria@example.net,Antofagasta,Taltal,Potential,2023-07-04,TikTok
1336,Pedro José Toro Chávez,erickpavez@example.net,Metropolitana,Ñuñoa,Champions,2025-05-29,Email Marketing
1337,Daniela Gómez Ortega,medinadiego@example.com,Metropolitana,San Miguel,Champions,2023-11-19,Facebook/Instagram
1338,Ivonne Ximena Riquelme Godoy,angelicacid@example.org,Metropolitana,Santiago,Champions,2023-11-06,TikTok
1339,Germán Sebastián Espinosa Moreno,herreraangelica@example.net,Los Ríos,La Unión,Loyal,2025-01-02,Email Marketing
1340,Lorena García,ramosmercedes@example.net,Antofagasta,Tocopilla,Champions,2023-11-23,TikTok
1341,Florentino Patricio Valdebenito Pinto,nvalenzuela@example.net,Valparaíso,Quilpué,Champions,2023-08-13,Email Marketing
1342,Elisa Dina Espinoza Santana,jaramariana@example.com,Maule,Constitución,Loyal,2024-01-23,TikTok
1343,Roberto Juan Díaz Valenzuela,dbugueno@example.org,Valparaíso,San Antonio,Lost,2023-02-19,Facebook/Instagram
1344,Milton Delgado Vásquez,daniela03@example.org,Biobío,Hualpén,Champions,2025-05-29,Orgánico
1345,Rolando Matías García Quiroga,parrajuana@example.org,Metropolitana,Las Condes,Loyal,2024-01-03,Referido
1346,Mauricio Olave Leiva,sepulvedasegundo@example.com,Los Lagos,Puerto Montt,New,2024-05-07,Google Ads
1347,Sofía Franchesca Palma Ahumada,juniormontecinos@example.com,Metropolitana,Lo Barnechea,At Risk,2023-11-23,Google Ads
1348,Pablo Juan Vidal Muñoz,omontecinos@example.com,Maule,Linares,Loyal,2024-07-04,Google Ads
1349,Héctor Pino,cesar03@example.org,Los Lagos,Castro,Potential,2024-08-02,Google Ads
1350,Rodrigo Jaime Montecinos Castillo,adan58@example.org,La Araucanía,Temuco,Loyal,2024-04-27,Facebook/Instagram
1351,Paulo Vicente Rojas Bustos,oalfaro@example.org,Metropolitana,Providencia,Champions,2024-04-06,Email Marketing
1352,Ismael Carrasco,udelgado@example.com,Metropolitana,Macul,Lost,2025-01-14,Email Marketing
1353,Daniel Gómez,enrique26@example.net,Metropolitana,Macul,At Risk,2025-04-27,TikTok
1354,Maritza Rosa Gatica Fonseca,elsacardenas@example.com,Metropolitana,Ñuñoa,Champions,2025-01-03,Email Marketing
1355,Lorena Carolina Ojeda Oyarce,patriciaespinoza@example.net,Metropolitana,Lo Barnechea,New,2025-04-05,TikTok
1356,José Guzmán Ortiz,wvalencia@example.org,Antofagasta,Antofagasta,Hibernating,2023-11-28,Referido
1357,Giuliana Zapata-Brito Cornejo,carrilloelisa@example.org,Biobío,Chiguayante,Hibernating,2024-06-25,Email Marketing
1358,Diego Ariel Ruiz Cea,maitearellano@example.org,Metropolitana,Macul,New,2024-12-20,Facebook/Instagram
1359,Manuel Pavez Sanhueza,mauricio19@example.org,Metropolitana,Estación Central,At Risk,2025-02-07,Referido
1360,Pablo Díaz,luisalvarado@example.com,Valparaíso,Quilpué,At Risk,2024-03-07,Email Marketing
1361,Juan Francisco García Barahona,davidabarca@example.com,Biobío,Los Ángeles,Loyal,2024-08-13,Google Ads
1362,Benjamín Rodrigo Acosta Jiménez,chandiaromina@example.org,Valparaíso,Viña del Mar,Lost,2023-03-21,Facebook/Instagram
1363,Román Aquiles Padilla Plaza,jose07@example.net,Antofagasta,Antofagasta,At Risk,2025-01-30,Google Ads
1364,Félix Rafael Vidal Correa,vergaraalejandra@example.net,Valparaíso,San Antonio,Loyal,2024-02-01,Orgánico
1365,Rafael José Álvarez Ulloa,retamalbenjamin@example.org,Los Ríos,Río Bueno,At Risk,2024-05-13,Facebook/Instagram
1366,Ricardo Daniel López Hernández,rodrigomanriquez@example.com,Maule,Curicó,Loyal,2023-09-11,Google Ads
1367,Pascal Francia Zapata Silva,pachecoester@example.net,Metropolitana,La Florida,New,2023-12-31,Orgánico
1368,Mauricio Rafael Ramírez Ahumada,gabrieljimenez@example.org,Antofagasta,Calama,Champions,2023-09-06,Orgánico
1369,Bárbara Muñoz,josevidal@example.com,Metropolitana,Maipú,Loyal,2024-09-28,Email Marketing
1370,José Cristian Pinto Riquelme,torellana@example.com,Maule,Constitución,Hibernating,2023-09-12,TikTok
1371,Edward Luis Cáceres Díaz,josemerino@example.org,Metropolitana,Lo Barnechea,Champions,2025-06-08,Email Marketing
1372,Cristian Castro Sánchez,carlosagurto@example.com,O'Higgins,Rancagua,Champions,2024-01-20,TikTok
1373,María Torres,german71@example.com,O'Higgins,San Fernando,Loyal,2023-04-02,Google Ads
1374,Ramón Orlando Pizarro Velásquez,solarluis@example.net,Maule,Constitución,New,2023-07-02,Google Ads
1375,Abel Santiago González Valdés,carmen27@example.org,Los Lagos,Ancud,At Risk,2023-08-22,Referido
1376,Víctor José Pinto Barros,javieraarancibia@example.com,Metropolitana,Ñuñoa,At Risk,2024-05-19,Google Ads
1377,Alberto Gonzalo Guerrero Aravena,maximosilva@example.org,Metropolitana,Maipú,Hibernating,2023-01-23,Facebook/Instagram
1378,Julio Martín Silva Herrera,alejandrasaavedra@example.com,Valparaíso,San Antonio,Loyal,2023-05-22,Email Marketing
1379,Paula Torres,camposmaximo@example.com,Metropolitana,La Reina,Champions,2023-12-22,TikTok
1380,José Benjamín Torres Retamales,karenahumada@example.org,La Araucanía,Villarrica,Loyal,2024-12-08,Referido
1381,José Christian Muñoz Zúñiga,victoria62@example.net,Metropolitana,San Miguel,At Risk,2023-03-13,Email Marketing
1382,Ismael Guillermo Inostroza-Astudillo Pincheira,julioarias@example.com,Coquimbo,Coquimbo,Champions,2024-06-08,Orgánico
1383,Constanza Noemí Riveros Barrera,vidalyessenia@example.net,Biobío,Chiguayante,At Risk,2023-01-02,Referido
1384,Sara Marín Gutiérrez,villarroelmaria@example.com,Maule,Talca,Lost,2024-01-02,Referido
1385,Claudia Santander Riquelme,pedro37@example.net,Metropolitana,Macul,Loyal,2023-12-03,Facebook/Instagram
1386,Amparo Muñoz,rociocofre@example.com,O'Higgins,Rengo,Loyal,2023-04-26,Facebook/Instagram
1387,Javiera Rojas Zúñiga,daniel48@example.org,Antofagasta,Taltal,Potential,2023-04-09,Referido
1388,Ivonne Rojas Guevara,flaviamena@example.org,Valparaíso,Quilpué,Loyal,2023-09-15,TikTok
1389,Mía Anahí Acosta Gálvez,denissehernandez@example.net,Biobío,Los Ángeles,At Risk,2023-05-11,Orgánico
1390,Celinda Ana Durán Martinez,mariaramos@example.com,Los Lagos,Osorno,Potential,2023-10-19,Email Marketing
1391,José Muñoz Díaz,amanda57@example.org,Metropolitana,San Miguel,Champions,2024-02-25,Orgánico
1392,Jesús Rodrigo Pardo Mendoza,catalina50@example.net,Valparaíso,Viña del Mar,Hibernating,2024-05-16,TikTok
1393,Alicia Silva Arroyo,kmedina@example.net,Metropolitana,Providencia,Hibernating,2025-04-04,Google Ads
1394,Patricia Joselyn Ramírez González,canaleskrishna@example.org,Metropolitana,Macul,New,2023-10-06,TikTok
1395,Sebastián García Bravo,hparedes@example.org,Metropolitana,San Miguel,Champions,2025-05-27,Orgánico
1396,Eduardo Enrique Martínez Gómez,bcampos@example.net,Metropolitana,Santiago,New,2024-05-21,Orgánico
1397,Boris Toro,naraneda@example.org,Metropolitana,Maipú,At Risk,2024-01-21,Orgánico
1398,Cristian Rodrigo Muñoz Cartes,ronaldcabrera@example.net,Metropolitana,Las Condes,Loyal,2023-09-18,Google Ads
1399,Colomba Herminia Campos Chandía,marcelocollao@example.com,Coquimbo,Vicuña,At Risk,2025-03-13,Orgánico
1400,Joselyn Cancino Vergara,raulgallegos@example.net,Valparaíso,Viña del Mar,Lost,2025-04-22,Facebook/Instagram
1401,Dominga Natalia Navarro Ruz,riveraalondra@example.org,Coquimbo,Illapel,Champions,2023-04-19,TikTok
1402,Nelson Fernando Avendaño Mejías,juancastro@example.org,Valparaíso,Quilpué,Champions,2024-02-29,Orgánico
1403,Roberto Jaime Núñez Toledo,juanasilva@example.org,Metropolitana,Providencia,At Risk,2023-07-17,Email Marketing
1404,Raúl Becerra-Riquelme,gvalenzuela@example.com,Valparaíso,San Antonio,New,2025-04-08,Orgánico
1405,Guillermo Marchant,eduardo75@example.net,Valparaíso,San Antonio,Champions,2023-06-20,Orgánico
1406,Jonathan Bernardo González Astudillo,veronica26@example.com,Metropolitana,Providencia,New,2023-12-07,Facebook/Instagram
1407,Lorena Cecilia Sánchez Osorio,ramirezomar@example.net,Biobío,Concepción,Hibernating,2024-09-14,Facebook/Instagram
1408,Constanza Ruth Cárcamo Cornejo,riverafrancisca@example.org,Metropolitana,La Florida,Lost,2023-04-28,Email Marketing
1409,Marcela Constanza Plaza Espinoza,gjorquera@example.com,Biobío,Hualpén,Loyal,2024-10-15,Referido
1410,Gustavo José Bustos Flores,francisco15@example.com,Biobío,Concepción,Champions,2024-03-05,Referido
1411,Dora Muñoz,becerranancy@example.com,Metropolitana,Ñuñoa,New,2023-12-04,Google Ads
1412,Blanca Lía Vargas López,vegacarolina@example.com,Metropolitana,Lo Barnechea,Loyal,2024-09-07,Email Marketing
1413,Carolina Dominga Fuentes Jara,rojasnatalie@example.com,Los Lagos,Osorno,New,2023-06-17,Facebook/Instagram
1414,Leandro Rubén Hernández Sepúlveda,kvalenzuela@example.com,Valparaíso,Quilpué,At Risk,2023-02-21,Orgánico
1415,Georgina Margarita Velásquez Martínez,paradajuan@example.com,Metropolitana,La Reina,New,2024-02-25,Google Ads
1416,Nora Mónica Vidal Venegas,sabina96@example.com,Los Ríos,Valdivia,Champions,2023-05-30,Email Marketing
1417,Víctor Ayala,hsoto@example.net,Metropolitana,La Reina,Loyal,2024-08-30,Email Marketing
1418,Fredy Lagos,leonel58@example.net,La Araucanía,Villarrica,Lost,2023-12-22,Google Ads
1419,Alfredo Ricardo Durán Sandoval,abrahamaguilera@example.net,Los Ríos,Panguipulli,Champions,2023-12-24,Google Ads
1420,Darling Cortés,monserrat25@example.com,Metropolitana,San Miguel,At Risk,2023-02-14,Email Marketing
1421,Alicia Elizabeth Galleguillos Marín,mariabravo@example.com,Metropolitana,Santiago,At Risk,2025-05-27,Google Ads
1422,Edwin Pacheco-Martínez,tomas13@example.net,Metropolitana,La Florida,Lost,2024-07-26,Google Ads
1423,Alex Pablo Mendoza Hernández,arancibiaisabel@example.net,Metropolitana,San Miguel,Potential,2025-02-24,Email Marketing
1424,Alexander Rodrigo Rebolledo Soto,morenopablo@example.org,Metropolitana,Estación Central,Lost,2024-01-26,Email Marketing
1425,Edith Maturana Chacón,luzcastro@example.net,La Araucanía,Victoria,Lost,2024-08-14,Orgánico
1426,María Andrea Pizarro Molina,luis28@example.com,Metropolitana,Providencia,New,2023-03-19,Facebook/Instagram
1427,Luis Meza,nflores@example.net,Valparaíso,San Antonio,Loyal,2024-12-23,Referido
1428,Florentina Edith Bustos Moyano,dzepeda@example.com,Los Ríos,Panguipulli,Champions,2023-05-21,Google Ads
1429,Angelo Miguel Gutiérrez Lorca,mpoblete@example.org,Maule,Curicó,Champions,2023-09-25,Orgánico
1430,María Tamara Valencia Fuentes,caceresmagdalena@example.net,Biobío,Concepción,Lost,2025-02-20,Google Ads
1431,Cristian Acuña,carredondo@example.org,Metropolitana,Vitacura,Champions,2024-06-19,Facebook/Instagram
1432,Victoria Maira Soto Ortiz,aguirreisabel@example.com,Biobío,Chiguayante,Loyal,2024-04-13,TikTok
1433,Sandra Karla Cerda Romero,walvarado@example.org,Valparaíso,San Antonio,Potential,2023-09-02,Email Marketing
1434,Felipe Nelson Barraza Mena,carriagada@example.org,Valparaíso,Quilpué,At Risk,2023-10-19,Referido
1435,Margarita Arriagada,catalina16@example.org,Metropolitana,Maipú,Loyal,2024-05-25,Google Ads
